index,cleaned,document_link,abstract,all_authors,pdf_path,title,publisher,year_published,volume,date_uploaded,keywords,start,end,,,,,,,,,
"1,486",,http://lenr-canr.org/acrobat/GrabowskiKevaluation.pdf,"The MHI claim to transmute elements upon permeation of deuterium though a specific multilayer structure was carefully evaluated. Initially, an attempt was made to replicate the work at NRL in collaboration with MHI. When replication proved difficult, another set of experiments were conducted at MHI in three sets consisting of two control blanks and one positive foil (that should have transmuted Cesium to Praseodymium) per set. Foil samples were split for analysis at both NRL and MHI. Extensive analytical work was performed to characterize the foils and the blanks. When extracted at MHI, low nanogram amounts of Pr were found by ICP-MS on 3 of 3 foils that should have had Pr whereas the 6 controls were blank. Split solutions of these extracts were also tested independently at NRL and the presence of Pr was confirmed. The Pr found did not have the characteristic rare earth contamination expected if the Pr was from the environment and thus looked like it was produced in the experiment. Unfortunately, we could not find Pr at NRL (even at trace levels) on our split foil samples no matter what extraction method was employed. After considering and evaluating several unlikely scenarios for these disparate results, we visited MHI and participated in the extraction process on new foils. These extracts were blank when tested at both laboratories. Environmental samples were obtained at various locations where samples were handled. Pr was found in large amounts at one location used in sample preparation and this Pr had the signature of pure material rather than an inadvertent contaminate. No record of how it got there could be established. Other rare and characteristic impurities also were found in the extracts from MHI that were present in the laboratory environment. Thus, we concluded that the transmutation of Cs to Pr when deuterium permeated MHI?s multilayer structure could not be firmly established, as contamination during the foil production or during the foil analysis could not be ruled-out. The design of the replication experiments, the lessons learned, and the results will be discussed.","Grabowski, K. S.; Kidwell, D.; Cetina, C.; Carosella, C.",GrabowskiKevaluation.pdf,Evaluation of the Claim of Transmutation of Cesium to Praseodymium with the Mitsubishi Heavy Industries (MHI) Structure -- Part 1 (PowerPoint slides),15th International Conference on Condensed Matter Nuclear Science,"2,009",,2009-11-05,,,,,,,,,,,,
"1,487",,http://lenr-canr.org/acrobat/GrabowskiKrobustperf.pdf,"Motivation: Develop a robust test for a ""Black Box"" device, to show that more energy is produced than can be explained by conventional physics and chemistry","Grabowski, K. S.; Knies, D.; Melich, M. E.; Moser, A. E.; Nagel, D. J.",GrabowskiKrobustperf.pdf,Robust Performance Validation of LENR Energy Generators (PowerPoint slides),16th International Conference on Condensed Matter Nuclear Science,"2,011",,2011-05-12,"Calorimeter, method",,,,,,,,,,,
"1,512",T,http://lenr-canr.org/acrobat/GrimshawTcoldfusion.pdf,"Cold fusion burst upon the scene in 1989 as a major scientific breakthrough with enormous promise as a source of unlimited and virtually free energy to meet society?s needs. In the ensuing weeks tremendous fervor in the scientific and political arenas at first gradually and then rather suddenly gave way to disillusion, marginalization and even ridicule. By  early 1990 most ""mainstream"" scientists became convinced that the phenomenon did not exist, and politicians and the public generally followed suit. Since then nearly everyone, including scientists and energy policymakers, have believed that cold fusion is a dead issue. . . .","Grimshaw, T.",GrimshawTcoldfusion.pdf,Cold Fusion -- A Cogent Topic for Rigorous Policy Analysis,,"2,006",,2015-06-08,policy,,,,,,,,,,,
"1,513",T,http://lenr-canr.org/acrobat/GrimshawTpublicinte.pdf,Public Policy toward Cold Fusion: Approach 1. Focus on the Public Interest in Cold Fusion 2. Assess CF policy in Evidence-Based framework 3. Delineate 5 Levels of Evidence in rational framework 4. Consider evidence of CF specifically,"Grimshaw, T.",GrimshawTpublicinte.pdf,Public Interest and Level-of-Evidence Considerations in Cold Fusion Public Policy (PowerPoint slides),American Physical Society Meeting,"2,008",,2008-03-25,Review,,,,,,,,,,,
"1,514",T,http://lenr-canr.org/acrobat/GrimshawTopensource.pdf,"Open Source Science (OSSc) is a collaborative, voluntary (uncompensated) and highly distributed method of research that emphasizes the power of new digital technologies, particularly the Internet. The OSSc paradigm grew out of the open source software movement of the last 20 years, which has resulted in wide availability of free software (such as the Linux operating system) as an alternative to proprietary software products. In many respects, OSSc represents a return to the concept that scientific research results are a public good rather than a proprietary product -- an attitude clearly articulated in the 1940s by Robert Merton, the ""father"" of the sociology of science.","Grimshaw, T.",GrimshawTopensource.pdf,Open Source Science Applied to CMNS Research: A Paradigm for Enhancing Cold Fusion Prospects and the Public Interest,ICCF-14 International Conference on Condensed Matter Nuclear Science,"2,008",,2015-06-10,"Review, history",,,,,,,,,,,
"1,515",,http://lenr-canr.org/acrobat/GrimshawTevidenceba.pdf,"Cold fusion (CF) is a possible phenomenon in which energy-producing nuclear reactions occur at earth-surface temperatures rather than at high temperatures that are characteristic of hot fusion, such as in the interior of the sun. CF was dramatically and unexpectedly announced at a press conference in 1989. For a variety of reasons, including the method of announcement and difficulties in experimental replication, CF was rejected by mainstream science within a year. Continued experimental success under highly marginalized conditions in the years since rejection indicates, with reasonable probability, that CF may eventually be found to be a real phenomenon. The scientific results accumulated in the years since rejection include over 300 verifications of CF-related phenomena.","Grimshaw, T.",GrimshawTevidenceba.pdf,Evidence-Based Public Policy Toward Cold Fusion: Rational Choices for A Potential Alternative Energy Source,"LBJ School of Public Affairs, The University of Texas at Austin","2,008",,2011-09-09,policy,,,,,,,,,,,
"1,516",,http://lenr-canr.org/acrobat/GrimshawTpublicpoli.pdf,"Cold fusion (LENR) may soon be deployed as a major energy source. Despite its immense public welfare benefit, CF/LENR will likely have adverse secondary impacts that must be addressed through proactive public policy planning. Technology Assessment is a proven method of dealing with the impacts of emerging technologies like CF/LENR.","Grimshaw, T.",GrimshawTpublicpoli.pdf,Public Policy Planning for Broad Deployment of Cold Fusion for Energy Production,17th International Conference on Cold Fusion,"2,012",,2015-06-08,"LENR public policy, technology assess-ment for LENR impacts, LENR disruptive innovation, LENR impact mitigation",,,,,,,,,,,
"1,517",T,http://lenr-canr.org/acrobat/GrimshawTevidencebaa.pdf,"Six Questions to Guide Rational Policy Decisions1. What is the potential public welfare benefit of CF/LENR??Cheap, unlimited energy?Elemental transmutation?Other direct benefits (e.g. dispersed units, low O&M)?Many indirect benefits (e.g. reduced energy related environmental impacts)","Grimshaw, T.",GrimshawTevidencebaa.pdf,Evidence-Based Public Policy for Support of Cold Fusion (LENR) Development (Poster),17th International Conference on Cold Fusion,"2,012",,2015-06-10,policy,,,,,,,,,,,
"1,518",T,http://lenr-canr.org/acrobat/GrimshawTevidencebab.pdf,Cold fusion (LENR) has enormous potential public welfare benefit. The level of public support for its development should be determined by evidence-based policymaking. The CF/LENR level of evidence mandates its support with other emerging energy technologies. The evidence may even indicate that a crash program is the most rational policy.,"Grimshaw, T.",GrimshawTevidencebab.pdf,Evidence-Based Public Policy for Support of Cold Fusion (LENR) Development,17th International Conference on Cold Fusion,"2,012",,2015-06-09,policy,,,,,,,,,,,
"1,519",T,http://lenr-canr.org/acrobat/GrimshawTpublicpolia.pdf,"Cold fusion (LENR) may soon be deployed as a major energy source. Despite its immense public welfare benefit, CF/LENR will likely have adverse secondary impacts that must be addressed through proactive public policy planning. Technology Assessment is a proven method of dealing with the impacts of emerging technologies like CF/LENR.","Grimshaw, T.",GrimshawTpublicpolia.pdf,Public Policy Planning for Broad Deployment of Cold Fusion for Energy Production in the U.S.: Technology Assessment of LENR Impacts,University of Texas at Austin,"2,012",,2015-06-10,"LENR public policy, technology assessment for LENR impacts, LENR disruptive innovation, LENR impact mitigation",,,,,,,,,,,
"1,520",T,http://lenr-canr.org/acrobat/GrimshawTverificati.pdf,A list of attempted replications of the Celani constantan experiment.,"Grimshaw, T.; Concezzi, S.; Wenzel, L.; Glass, B.",GrimshawTverificati.pdf,Verifications of Francesco Celani's LENR Observations in Nickel-Copper Alloy (Constantan) and Hydrogen Experiments (Poster),ICCF18 Conference,"2,013",,2015-06-08,,,,,,,,,,,,
"1,521",,http://lenr-canr.org/acrobat/GrimshawTcoldfusiona.pdf,Cold Fusion Energy Policy Two Main Questions?How do we get it??How do we deal with it when it gets here??That is??Public support for R&D?Dealing with secondary impacts,"Grimshaw, T.",GrimshawTcoldfusiona.pdf,Cold Fusion Public Policy: Rational -- and Urgent -- Need for Change (PowerPoint slides),Cold Fusion/LANR Colloquium at MIT,"2,014",,2015-06-08,policy,,,,,,,,,,,
"1,522",,http://lenr-canr.org/acrobat/GrimshawTintegrated.pdf,"Setting the Stage...ll LENR potential as energy source understood since 1989ll Changing landscape since rejection by mainstream sciencell Four lines of argument for LENR policy changes1. Number and location of researchers2. Large body of evidence3. Advances in LENR explanation4. Recent developments (e.g., proposed devices)","Grimshaw, T.",GrimshawTintegrated.pdf,Integrated Policymaking for Realizing Benefits and Mitigating Impacts of LENR (PowerPoint slides),ICCF19 conference,"2,015",,2015-06-08,policy,,,,,,,,,,,
"1,523",T,http://lenr-canr.org/acrobat/BiberianJPjcondensedr.pdf#page=96,"The potential benefits of LENR as a source of energy have been well understood since its announcement in 1989. The improved prospects of LENR in the past few years are indicated by the significant numbers and varied locations of researchers in several countries, a large body of accumulated evidence, major advances in explanation and theory development, and recent favourable occurrences, including a plethora of proposed energy-producing devices. The changing landscape creates policymaking opportunities for supporting LENR to realize its potential benefits, planning proactively to deal with anticipated adverse secondary impacts, and integrating the updates in a comprehensive policy program. The first policymaking opportunity, updates of current policies for LENR support, may best be accomplished in a framework of evidence-based policymaking. The level of evidence for the existence of LENR is at least a preponderance of evidence (greater than 50% probability). There may even be clear and convincing evidence (greater than 70%). Correspondingly, the policy response should be at least reinstatement and research comparable to other emerging energy technologies. Enhanced support, perhaps on a par with hot fusion, is indicated if there is clear and convincing evidence. The second policymaking opportunity related to LENR?s changing landscape is to address potential adverse secondary impacts with proactive planning. Broad deployment of LENR for energy supply may be expected to have major secondary impacts as a disruptive technology. Direct impacts will take place on all phases of the energy chain ? supply, transport, storage, and consumption. Indirect impacts will be felt most by the components of society that are closely tied to the energy cycle, such as sectors of the workforce and energy-based communities. Technology assessment is a mature and readily available methodology for identifying secondary impacts and developing mitigative measures. A third policymaking opportunity is to integrate LENR policy updates that are needed as demonstrated by its changing landscape. Policies for mitigating adverse secondary impacts, for example, can be formulated based on policies for LENR support and the resulting pace of its development and deployment. New and updated policies may also be integrated at the national and international level and between the public and private sectors. The public interest will be served by update and integration of LENR policies for its development and mitigating its impacts. However, many challenges must be overcome to achieve the update and integration objectives. The world desperately needs new sources of clean and inexpensive energy. The case of cold fusion would perhaps be a curiosity in the history of science if the stakes were not so high.","Grimshaw, T.",BiberianJPjcondensedr.pdf,Integrated Policymaking for Realizing Benefits and Mitigating Impacts of LENR,J. Condensed Matter Nucl. Sci.,"2,016",19,2016-12-19,,96,105,,,,,,,,,
